id,ctrl_flag,resp_flag,period,metric1,metric2,metric3,segment
2944381,0,0,post,11133.4,330,327,B
687424,0,0,post,116.6,1000,250,A
2107588,0,0,post,3935.9,610,549,A
2107588,0,0,post,3804.4,510,499,B
2011698,0,0,post,24626.1,680,824,B
2011698,0,0,post,25504.5,910,1022,B
2011698,0,0,post,22777.7,480,825,A
8064739,0,0,post,10560.5,270,309,A
8064739,0,0,post,7784.3,280,229,B
8064739,0,0,post,8470.6,230,230,B
4931929,0,0,post,13548.2,310,500,B
4590244,0,0,post,16464.5,700,594,A
4590244,0,0,post,1626.8,400,297,B
2020284,1,0,post,25505.3,400,396,B
4389307,0,0,post,0,300,0,B
7734364,0,0,post,17882.2,310,297,B
7734364,0,0,post,18898.3,400,396,B
7734364,0,0,post,16489.1,310,297,B
6367499,0,0,post,698.4,225,160,A
4927525,1,0,post,6358,250,250,B
4041537,0,0,post,1230.1,150,149,B
6312642,0,0,post,1346.1,70,0,B
6312642,0,0,post,2298.5,90,0,B
6079403,0,0,post,2878.8,145,198,B
4710485,0,0,post,21395.9,1200,900,B
4710485,0,0,post,20110.6,1000,900,A
4710485,0,0,post,20876.7,600,850,B
4710485,0,0,post,19164.8,950,800,A
5358486,1,0,post,26563.2,500,550,B
9590877,0,0,post,1486.7,50,50,B
7054946,0,0,post,1158.4,520,398,B
4629978,0,0,post,3906.8,250,300,B
4873218,0,0,post,20921.8,350,350,A
2689224,0,0,post,7024.6,60,160,B
2689224,0,0,post,4730.4,150,230,A
3780294,0,0,post,12321.7,300,198,B
3780294,0,1,post,10440.1,300,198,A
3780294,0,0,post,8718.3,300,297,B
1542425,0,0,post,4866.9,290,250,B
2928507,1,0,post,1.5,0,99,A
4825659,0,0,post,10655.7,0,0,B
1137827,0,0,post,1268.4,300,327,B
3206837,0,0,post,15524,300,700,B
3206837,1,0,post,17177.7,400,700,B
3206837,0,0,post,17747.2,400,750,B
4399201,0,0,post,0,0,0,B
1886258,0,0,post,334.7,50,45,B
5129263,0,0,post,127.9,0,0,B
4226550,0,0,post,2975.4,360,350,B
7802692,0,0,post,2497.8,215,396,B
1060809,0,0,post,9357.5,415,450,B
3866885,0,0,post,1868.9,0,0,B
559889,0,0,post,11421,400,400,B
7426966,0,0,post,2136.4,300,297,B
7426966,0,0,post,1412.4,300,297,B
7426966,0,0,post,2149.6,300,297,B
2081982,1,0,post,22057.1,610,600,B
2081982,0,0,post,21620.9,410,400,A
2081982,0,0,post,21143.2,460,450,B
1737198,0,0,post,0,100,0,A
5095490,0,0,post,281.2,0,0,B
4863669,0,0,post,15.3,0,0,B
5066780,0,0,post,76.2,90,40,B
7803,1,0,post,1850,200,198,B
683867,0,0,post,0.7,650,0,B
498116,0,0,post,1902,400,396,B
3251413,0,0,post,19564,190,0,B
6922501,0,1,post,6918.4,130,129,B
6922501,0,0,post,6189,130,129,A
311523,0,0,post,7184.5,230,198,B
311523,0,0,post,8865.7,315,297,A
7820549,0,0,post,8354.5,300,297,B
8078723,1,0,post,21617.7,370,350,B
8078723,0,0,post,26148.2,430,400,B
9173753,0,0,post,4915.5,400,400,B
6162758,0,0,post,32589.5,735,600,A
6162758,0,0,post,33676.9,865,759,B
6162758,0,0,post,31714.8,975,749,B
7648820,0,0,post,12638.2,670,660,B
667871,1,0,post,4045.8,400,396,B
2687886,0,0,post,2766,415,317,B
2687886,0,0,post,2010.7,530,416,A
2687886,0,0,post,2330.1,530,416,B
6582203,1,0,post,6150.7,700,495,B
6582203,0,0,post,5215.2,500,396,B
6582203,1,0,post,4803.3,500,396,A
5327270,0,0,post,30917.5,510,507,B
6260462,0,0,post,15882.6,275,305,B
5035757,0,0,post,6207.5,300,380,B
2568812,0,0,post,31355.1,650,650,B
1909841,0,0,post,57.5,340,30,B
9705858,0,0,post,123.4,90,90,B
121963,0,0,post,0.1,0,0,B
4883964,0,0,post,0,100,0,B
8651141,0,0,post,489.9,550,250,B
3708392,0,0,post,320.9,0,0,B
9745430,0,0,post,12289.1,450,396,B
9180437,0,0,post,13203.4,130,99,A
9180437,0,0,post,10011.2,140,99,B
2565482,0,0,post,1212.7,0,0,A
4553573,0,0,post,19627.8,310,309,B
4553573,0,0,post,21820.5,210,210,B
7459601,0,0,post,13145.6,180,369,B
2117696,1,0,post,0,0,0,B
3547748,0,0,post,15079.8,210,180,B
5163788,0,0,post,0,40,0,B
9153956,0,0,post,10307.6,400,396,B
7832266,0,0,post,6386.9,400,396,B
7832266,0,0,post,6918.5,400,396,A
8422314,0,0,post,61,40,30,B
163162,0,0,post,0,0,0,B
163162,0,0,post,195.1,0,0,B
163162,1,0,post,1895.4,120,100,A
4321393,0,0,post,21866.3,300,426,A
4321393,0,0,post,16787.6,352,427,B
8236457,0,0,post,4036.4,220,220,B
8135495,0,0,post,0,60,0,B
2777534,1,0,post,1.3,0,0,A
841732,0,0,post,4385.2,22,0,A
4151802,0,0,post,2494.2,270,250,B
5240893,0,0,post,14129.1,445,525,B
9751208,0,0,post,1749.5,300,299,B
1420465,0,0,post,2120.6,210,215,B
9409550,0,0,post,8874,250,150,B
904568,0,0,post,8502.8,950,947,B
904568,0,0,post,6424.1,650,648,B
2909620,0,0,post,5656.4,400,339,B
1990621,0,0,post,14085.9,400,397,B
1331631,0,0,post,21636.6,300,297,B
9028667,1,0,post,659.6,500,448,B
9028667,0,1,post,391.6,400,349,B
5648204,0,0,post,8584.9,420,400,B
5648204,0,0,post,16333.8,540,550,A
2508239,0,0,post,36610.7,650,450,B
2104264,0,0,post,2010.9,350,200,B
288290,0,0,post,1540.1,0,80,A
1438292,0,0,post,4573.1,300,396,A
7254386,0,0,post,24287.3,400,396,A
5724458,0,0,post,23986.8,760,900,B
2020461,0,0,post,532.7,300,297,B
7444556,0,1,post,45151.7,150,100,B
7444556,0,1,post,39152.6,170,100,A
3203200,0,0,post,588.8,165,150,B
4633211,0,0,post,29551.8,510,506,B
4307259,0,0,post,2457.9,110,50,B
4307259,0,0,post,3593.1,10,0,B
2776440,0,0,post,2962.7,320,0,B
7803602,0,0,post,356.6,0,99,B
2864899,0,0,post,9809.9,300,297,B
1428108,0,0,post,16.3,0,0,B
9209121,0,0,post,20833.5,600,594,A
9209121,0,0,post,21092.9,500,495,B
4016229,0,0,post,149.9,60,30,A
4016229,0,0,post,149.9,60,30,B
3644241,0,0,post,11566.4,270,249,B
6511245,0,0,post,16825,400,390,B
4648246,0,0,post,5543.9,500,396,B
7777277,0,0,post,38.4,500,0,B
7777277,0,0,post,38.2,0,0,A
689506,1,0,post,1621.3,383,280,B
844662,0,0,post,0,500,0,B
844662,0,0,post,0,500,0,A
5910681,0,0,post,12627.3,500,527,B
5910681,0,0,post,12500.7,450,477,B
4818865,0,0,post,1325.1,1500,50,A
4818865,0,0,post,477.1,1550,50,B
4818865,0,0,post,1561,700,149,B
3920425,0,0,post,3326.6,400,396,A
9852461,0,0,post,50.9,500,0,A
9852461,0,0,post,35.2,500,0,B
9352466,0,0,post,643.1,70,50,A
147472,0,0,post,65.5,565,480,B
7760474,0,0,post,945.4,30,30,B
4574492,0,0,post,17543.6,400,397,A
4574492,0,0,post,20501.6,300,298,B
4021495,0,0,post,5040.2,500,495,B
5267519,0,1,post,12032.2,400,297,B
656576,0,0,post,6183.8,300,297,A
5784588,0,0,post,1637.5,330,330,B
5784588,0,0,post,1460.9,420,390,B
5784588,0,0,post,1430.4,360,330,A
4313662,0,0,post,6235,0,400,B
918674,1,0,post,7363.6,300,300,B
731680,0,0,post,5927.3,300,280,B
8826876,0,0,post,508.7,200,150,B
2664881,0,0,post,0.3,0,0,B
9632920,0,0,post,34831.2,800,794,A
9632920,0,1,post,36093.9,710,745,B
1917455,0,1,post,6518,400,396,B
7791157,0,0,post,11357.2,100,150,B
4914366,0,0,post,13500.2,610,649,B
1690403,0,0,post,21455.6,600,465,B
9921408,0,0,post,0,50,100,B
4296426,0,0,post,102.8,170,30,B
6988462,0,0,post,7252.9,210,210,B
66795,0,0,post,0,20,0,A
66795,0,0,post,0,40,0,B
5433851,0,0,post,2935.2,0,0,B
5433851,0,1,post,2852.5,100,99,A
5572965,1,0,post,44119,670,589,B
5572965,1,0,post,49415,930,819,A
6974968,0,0,post,6116.6,300,297,B
2261153,0,0,post,1.4,0,0,A
2556372,0,0,post,294,115,99,A
2556372,0,0,post,294,115,99,B
3339521,0,0,post,17393.8,50,0,A
3339521,0,0,post,16429.1,0,0,B
5486607,0,0,post,22408.3,330,330,A
6421607,1,0,post,66.4,235,60,B
5945643,0,0,post,23868.3,400,400,B
8123723,0,0,post,518.4,90,50,B
2083724,0,0,post,7437,400,400,B
9787753,0,0,post,0,0,0,B
9787753,0,0,post,0,0,0,B
9832950,1,0,post,22209.6,510,497,B
6705108,0,0,post,18533.4,475,448,B
9458254,0,0,post,257,100,99,B
5420277,0,0,post,9997.9,430,450,B
1576279,0,0,post,2218.5,100,100,A
7857389,0,0,post,25253.2,10,0,B
8459692,0,0,post,14815.1,400,396,B
2146776,0,0,post,264.3,360,0,B
7820844,0,0,post,10165.4,400,396,B
4259959,0,0,post,12867.7,450,400,A
8707113,0,0,post,1766.3,230,195,B
2436147,0,0,post,13183.6,350,350,B
9951324,0,0,post,4249.5,510,450,B
1091354,1,0,post,0,0,0,B
2830677,0,0,post,16428.1,316.5,330,B
2282807,0,0,post,103.2,0,0,B
7800307,0,0,post,0,0,0,B
1680326,0,0,post,5.5,300,50,B
119366,0,0,post,13591.5,600,0,B
7111574,0,0,post,1385.6,450,446,B
687582,0,0,post,24687.8,0,0,B
687582,0,0,post,12775.9,0,0,A
1045840,0,0,post,23189.6,360,390,B
9984877,0,0,post,135,150,100,B
9984877,1,0,post,201.9,200,100,A
3160958,0,0,post,13519.3,800,600,B
4752969,1,0,post,264.2,0,0,B
6000160,0,0,post,715,2710,297,B
6000160,0,0,post,693.1,2810,297,A
3013295,0,0,post,9993.9,360,549,B
4489378,0,1,post,10875,400,396,B
1661379,0,0,post,112.3,10,0,B
4882425,0,0,post,2842.7,235,228,A
3337548,0,0,post,7782.3,300,300,B
3103903,0,0,post,780.2,200,300,B
4071953,0,0,post,4477.4,400,239,B
4071953,0,0,post,5805.2,300,259,B
2763957,0,0,post,5928.4,350,0,B
2763957,0,0,post,5968.4,350,0,A
6517965,0,0,post,4.8,30,25,B
6517965,0,0,post,4.6,30,25,A
5506986,0,0,post,36208.7,450,546,B
2349350,0,0,post,0,0,0,B
7051436,1,1,post,22186.1,500,495,A
6736437,0,0,post,2850.8,0,0,B
1111444,0,0,post,24109.1,600,597,B
8531595,0,0,post,637.4,60,150,B
7734627,0,0,post,35446.6,400,360,A
7734627,1,0,post,33105.7,400,300,B
6279633,0,0,post,8618,300,495,B
3787650,0,0,post,3266.1,300,297,A
39680,0,0,post,0,330,0,B
1922313,0,0,post,17522.9,600,450,A
3193357,0,0,post,1673.4,50,100,B
7438487,0,0,post,2345.6,0,0,B
7438487,0,0,post,2345.6,0,0,B
6176506,0,0,post,702.6,0,0,B
43622,0,0,post,0,0,0,B
3868633,0,0,post,0.3,0,0,B
9887807,0,0,post,3540.5,200,150,B
9887807,0,0,post,6170.5,250,299,A
3899855,0,0,post,22712.8,400,400,B
4929878,0,0,post,8784.2,0,0,B
4929878,0,0,post,9876.6,100,99,A
3605904,0,0,post,17814,445,312,A
3605904,0,0,post,20441.4,330,312,B
2830923,1,0,post,76.5,250,200,B
2111930,0,0,post,1913.3,0,0,B
9148933,0,0,post,4804.8,330,327,B
4969973,0,0,post,682.2,50,45,B
1512457,0,0,post,0.2,210,0,B
1512457,0,0,post,0.1,210,0,A
4944545,1,0,post,7450.1,750,710,B
4944545,0,0,post,6832.4,700,660,A
2106592,0,0,post,1424.9,151.5,100,B
2106592,0,0,post,1424.7,100,100,A
7209689,0,0,post,0.1,0,0,B
5583207,0,0,post,106.9,0,0,A
9589216,0,0,post,291.3,0,0,B
9589216,0,1,post,472.6,0,0,B
2347275,0,0,post,1974.2,100,99,B
2347275,0,0,post,643.9,100,99,B
2347275,0,0,post,2132.1,100,99,B
7529395,0,0,post,7,0,0,A
6655554,0,0,post,2.6,0,0,B
4979629,0,0,post,2297.8,100,99,B
4979629,0,0,post,2297.3,100,99,A
5404661,0,0,post,2611.1,320,300,A
5404661,0,0,post,1826.4,340,300,B
8440730,1,0,post,0,20,20,A
8795881,0,0,post,2761.5,350,348,B
6552249,0,0,post,30432.9,1345,930,B
8243209,0,0,post,2766.1,260,290,B
8243209,1,0,post,3221.8,110,260,B
1549234,0,0,post,2080.6,340,320,B
6014296,0,0,post,132.7,0,0,B
1519495,1,0,post,3203.5,400,325,B
4032110,0,0,post,1.3,0,0,A
4032110,0,0,post,1.3,0,0,B
78277,0,0,post,675.3,320,80,A
6345283,0,0,post,2041.3,50,50,B
6345283,0,0,post,3299.6,150,100,A
5628488,0,0,post,12902.6,150,150,B
5628488,0,0,post,12837,120,120,B
512522,0,0,post,8540.2,310,340,B
512522,1,0,post,7584.6,260,290,B
512522,0,0,post,9179.8,260,290,A
3056599,0,0,post,20160.1,380,380,B
3671622,0,0,post,337.1,120,120,B
4065723,1,0,post,25347.8,0,0,B
1360755,0,0,post,3239.7,300,297,B
1143774,0,0,post,68322.2,1050,1046,B
2614815,1,0,post,2682.1,390,300,B
2614815,0,0,post,2427.2,410,290,A
5852107,0,1,post,20216.8,660,746,B
5852107,0,0,post,35756.3,850,824,A
5852107,0,1,post,31484.3,760,875,B
3216411,0,0,post,4447.5,170,170,B
233424,0,0,post,16935.4,310,200,B
2267425,0,0,post,7082.7,400,400,A
2267425,0,0,post,6496.5,400,400,B
7703434,0,0,post,568.8,450,448,A
5280517,0,0,post,5264.7,500,450,B
5280517,1,0,post,5220.3,600,450,B
1480519,0,0,post,1018.6,180,180,A
4087577,0,0,post,17049.4,550,549,B
5719592,0,0,post,2000.2,1000,0,B
2234634,0,0,post,0,0,60,A
5222814,0,0,post,6590.8,200,297,B
8465885,1,1,post,5085.5,130,99,B
8465885,0,0,post,6271.6,230,198,A
5741944,0,0,post,5017.6,160,149,B
5741944,0,0,post,3375.3,260,248,B
5427961,0,0,post,245.5,0,290,B
5427961,0,0,post,246.5,0,290,A
4170967,0,0,post,3.2,0,40,B
7019100,0,0,post,18975.7,200,382,A
7019100,0,0,post,22107.1,300,431,B
7306110,0,0,post,0,20,0,B
7306110,0,0,post,0.1,20,0,A
881119,1,0,post,3901.8,280,330,B
576127,0,0,post,11882.4,380,360,B
3935170,0,0,post,37705.5,710,700,B
2432364,0,0,post,30343.7,400,396,B
1608379,0,0,post,32560.5,420,420,B
1608379,1,0,post,24109.6,360,360,B
1608379,0,0,post,30451.2,360,360,B
1081626,0,0,post,4017.6,510,150,A
1081626,0,0,post,4685.1,615,250,B
1676644,0,0,post,4131.2,230,230,B
966661,0,0,post,13082.9,150,100,B
7146787,0,0,post,4346.3,350,350,B
3455922,0,0,post,2275.8,60,0,B
3354960,0,0,post,4255.3,300,270,A
9084320,0,0,post,876.9,350,50,B
1683323,0,0,post,202.2,250,250,B
8890371,0,0,post,0,400,0,B
9338409,0,0,post,5126.8,240,240,B
4939908,0,0,post,3.9,20,0,B
4939908,0,0,post,4,0,0,B
8968181,0,0,post,23930.4,160,417,A
4465314,0,1,post,11166.8,250,347,B
4465314,0,1,post,10903.3,400,297,A
7982317,1,0,post,67.9,150,30,B
5086378,0,0,post,24444.6,1010,850,B
8613478,0,0,post,0.6,0,0,B
6581511,0,0,post,20,30,30,A
7386517,0,0,post,3812.2,320,330,B
4013568,0,0,post,12324.5,230,229,B
4013568,1,0,post,11718.8,80,80,A
3971728,0,0,post,339.7,100,250,B
9136168,1,0,post,6846.8,150,210,A
1633218,0,0,post,0,0,0,B
9276361,0,0,post,9477.7,300,297,B
214386,0,0,post,19084.3,330,198,B
1376607,1,0,post,120.5,250,250,A
1033670,1,0,post,1609,0,210,A
3772722,1,0,post,2814.5,200,200,B
4097785,0,0,post,4229.5,300,495,B
7524787,0,0,post,22636.2,400,350,B
9760963,0,0,post,1779.6,100,50,B
6410253,1,0,post,93.7,315,0,B
9132336,0,0,post,768.6,50,50,B
4270347,1,0,post,9336.8,1760,695,B
9667469,0,0,post,0,0,0,A
777493,0,0,post,1955.6,380,450,B
8986691,0,1,post,44386.9,650,700,B
4438229,0,0,post,5251.4,275,297,B
3610246,0,0,post,15633.2,400,400,A
5029312,0,0,post,15590.8,290,248,B
5029312,1,0,post,19942.1,370,347,B
3731378,0,0,post,0,15,0,B
931469,0,0,post,9598.2,300,297,B
7106567,0,0,post,2003.6,0,0,B
1342611,1,0,post,3544.6,200,297,B
227656,0,0,post,13095.7,300,390,B
2970875,1,0,post,2846.3,400,396,B
8952888,0,1,post,5293.5,300,347,B
8952888,0,0,post,3747,350,397,A
9876891,0,1,post,23331.3,465,487,A
3233104,0,0,post,7258.5,740,595,B
4767462,0,0,post,1891.4,200,228,B
4767462,0,1,post,2546.5,300,328,B
5162507,0,0,post,406.9,340,100,B
3053573,0,0,post,220.2,0,0,B
1117688,0,0,post,1276.4,200,200,B
5401412,0,0,post,0,115,0,B
1913418,0,0,post,1600.1,300,100,B
1913418,0,0,post,8699.1,600,300,A
9632485,0,0,post,1560.5,0,0,B
7905501,0,0,post,49497.5,5,50,B
4586509,0,0,post,2378.7,100,250,B
9400527,1,0,post,28460.1,410,405,B
3229579,1,0,post,100,300,0,B
8089598,0,0,post,22.6,0,0,B
5668714,0,0,post,3782.1,200,200,B
8634790,0,0,post,535.5,180,180,B
568828,0,0,post,4776.8,1450,150,B
7729886,0,0,post,7034.8,350,347,B
4783939,1,0,post,11310.1,30,0,A
8859977,0,0,post,1,0,0,A
2973991,0,0,post,0.4,0,0,B
1001115,0,0,post,19639.5,500,595,B
2666298,0,0,post,14143.5,600,594,B
5339339,0,0,post,17420.1,170,309,B
5168348,0,0,post,4574,151.5,110,B
5328449,0,0,post,0,0,0,B
8689482,0,0,post,15177.8,220,209,B
4161580,0,0,post,11108.7,281.5,370,B
513718,0,0,post,0,400,0,B
4064740,1,0,post,561.5,300,0,B
3065845,0,0,post,13888.8,200,297,B
3434971,0,0,post,12840,400,450,B
3998120,0,0,post,0,0,0,B
5813186,0,0,post,0,2600,0,B
8379249,0,0,post,29243.8,400,396,B
2492551,1,0,post,748.8,150,99,B
6551551,0,0,post,0,0,0,B
7653593,1,1,post,23322.7,300,297,B
7653593,0,1,post,28704.2,300,297,A
5863628,0,0,post,35406.3,1195,990,B
5165713,0,0,post,2891.2,250,350,B
1015966,0,0,post,26025.7,330,360,B
2441189,0,0,post,690.2,60,50,B
5760272,0,0,post,278,60,30,B
4434275,0,0,post,17380.8,1000,1200,B
6667275,0,0,post,4283.4,100,357,B
1097345,0,0,post,1346.3,430,396,B
8640601,0,0,post,16213,400,396,B
5544647,0,0,post,10198.2,550,185,B
7053703,0,0,post,3888.2,260,300,A
9999757,0,0,post,4935.8,200,199,B
3057802,0,0,post,78,380,175,B
3057802,0,0,post,671.5,370,200,B
156887,0,0,post,350.6,450,200,B
3683960,0,0,post,281.6,200,99,B
9228392,0,0,post,0,5,0,B
6003592,0,0,post,2.1,235,0,B
1522645,0,0,post,13334.6,300,446,B
6850732,0,0,post,172.9,100,99,B
4472770,0,0,post,18005.4,900,891,B
2888816,0,0,post,0,0,0,B
2102835,1,0,post,53.7,0,0,A
7066868,0,0,post,7867.4,300,297,B
3711177,0,0,post,15008,310,320,B
1728243,0,0,post,10305.3,370,297,B
9567451,0,0,post,578.6,30,0,B
9567451,0,0,post,474.1,40,0,A
9567451,0,0,post,476.2,40,0,B
259917,0,0,post,639.8,190,100,B
1882360,0,0,post,483.9,20,30,B
1588376,0,0,post,5290.8,200,198,B
1773389,1,0,post,0.2,0,0,B
9379406,0,0,post,8829.1,240,230,B
665452,0,0,post,4517.6,270,240,B
4974554,1,0,post,5985.2,400,300,B
5456666,0,0,post,28637,660,600,B
9187670,1,0,post,7781.1,502,400,B
9187670,0,0,post,10910.8,754,630,A
7622722,0,0,post,4609.5,600,599,B
3065794,0,0,post,4114.8,110,120,B
9202795,0,0,post,11979.5,550,495,B
6995807,0,0,post,696.5,400,280,B
280815,0,0,post,0,0,0,B
7626850,0,0,post,4471.4,400,396,B
4719869,0,0,post,3999.8,150,150,A
4217901,0,0,post,16668.2,300,297,A
